/Library/Frameworks/Python.framework/Versions/2.7/bin/python2.7 /Users/deeptivelusamy/CSE536Mapper&reducer/thread_test.py
linguist 1
yemanwifust 1
Ishvh 1
periods 1
gibingly 1
our 11
Itylhoksearllittleptamer 1
shooting 1
pit 3
proceeds 2
anchors 1
Hearthardening 1
easiliest 1
minikin 1
dressed 1
oak 6
impossibility 2
Paphlagonia 1
detain 5
bidome 1
Louder 1
Know 8
Tempt 2
Evileyed 1
concerning 1
Hes 7
pressinglies 1
Citizens 2
egight 1
respects 6
draught 1
masterless 1
enlargement 1
conveyd 3
thesunehis 1
Troy 3
geck 1
cheque 5
Csomsgnto 1
gloriously 1
fervor 2
uoisrt 1
thatware 1
verier 1
resolution 4
Thus 10
Reft 1
entreat 9
franchises 1
Sleep 5
pupil 2
image 4
Thick 1
accidents 3
Pleased 1
augmented 1
Ioncve 1
nwu 1
gossamer 1
snaky 1
Lead 3
mny 1
methink 1
wrying 1
vermin 1
Lean 1
forges 2
sleek 1
Lear 1
hath 11
sleep 11
garters 1
appetite 7
evermore 5
hate 9
yonder 8
unlustrous 1
poorly 2
muzzle 1
feeding 4
violate 2
cloyed 1
Bosko 1
Publicola 2
Lucretias 1
abundance 3
tween 3
omnipotent 1
patched 1
seasoedpars 1
whatsoever 5
under 11
pride 8
aiven 1
itryvoind 1
Pelion 1
merchant 3
derogate 2
conjecture 1
denyommfice 1
exempt 2
Pilgrim 1
lictors 1
bidst 1
rise 5
lurk 2
bosoms 3
merchand 1
merchane 1
every 11
jack 1
frailty 1
harms 2
Moon 2
Steal 2
monkeys 3
encounter 8
Shook 1
school 6
shamest 1
reciprocal 1
parrot 2
Beginning 1
conceive 6
tuastd 1
glovers 1
eeorlcomnaon 1
Gg 1
Forbid 1
Moor 1
bgd 1
guiding 1
Go 11
repenting 1
cloudiness 1
witherd 3
Windsor 1
dispraising 1
enjoy 6
parted 10
Manage 1
Draws 3
leaders 2
infancy 1
razed 2
autumns 1
excelled 1
direct 5
nail 3
disciplined 1
compassed 1
street 8
Drawn 2
emptiness 2
expressive 1
vorld 1
shining 3
blue 5
Escaped 1
hide 8
riseth 1
Wash 2
solemn 6
Unregisterd 1
beaten 9
liberty 8
children 11
humblebees 1
insinuate 1
abides 2
filchd 1
conduct 5
ebbs 1
supplies 1
tellst 5
jaundice 1
primroses 1
seeks 8
leprosy 1
Howfaer 1
Made 9
diedst 1
younker 1
Slice 1
ramps 1
beck 1
patc 1
begar 1
pate 4
undo 6
abbess 1
humility 3
path 1
shortness 1
mutest 1
Theres 10
monarch 3
property 6
raggedness 1
Pushes 2
ravish 3
ventures 2
leaves 6
Beatrice 1
ildup 1
deers 1
Pieces 1
Chat 1
disclaims 1
timeO 1
leaven 1
coin 2
weakens 1
changes 3
punishment 6
ventured 2
crueller 1
swearing 6
figleaves 1
stray 3
Giving 4
Support 1
Tend 1
sorrows 6
patience 11
yarely 1
Book 1
meats 1
Sick 1
hsede 1
Thersites 1
sweeiest 1
unschoold 1
Tent 1
Smarting 1
would 11
cawing 1
thernin 1
detesting 1
Express 1
June 1
princess 5
conquer 2
wishers 1
asses 3
noting 2
knitteth 1
CORIOLANUSS 1
tenderd 1
fainting 2
pourd 1
Wheres 6
breathe 4
shrew 2
mush 1
barbarous 3
pless 1
haggerds 1
muiety 1
Stronger 1
muse 3
CastalionKingUrinal 1
grief 7
crimson 2
coffind 1
overtake 2
pinching 1
breaths 3
excellent 10
muss 1
pouch 2
thouyou 1
origin 1
must 11
shoot 5
daff 1
foild 1
join 7
skipping 1
Muskos 1
mn 1
mi 1
entertained 5
laundress 1
dizzy 1
foils 1
Indianlike 1
ms 1
torchbearers 1
my 11
Riotous 1
quarrel 8
defile 1
loosen 1
fanes 1
estate 7
loosed 1
Itddoth 1
dolphin 1
turnips 1
mermaids 2
overheard 2
lov 1
Lord 11
keep 11
Falling 1
manifests 1
smoked 1
ceremony 5
unmeasurable 1
end 11
foretsokdephingsafe 1
erewhile 2
plighter 1
Swell 1
returning 2
inpeacheyekpoeI 1
hailstone 1
writers 1
gath 1
adjacent 1
onlySabbhath 1
gate 8
ancestor 3
III 11
swiftness 1
twould 5
eyeballs 3
dialect 1
description 6
Marian 1
loppd 1
borest 1
unfitness 1
coffers 2
demanding 1
FORD 1
underhand 1
unguarded 1
lot 1
unvulnerable 1
volk 1
parallel 2
kindaeecauseoOf 1
foretdevice 1
eeor 1
rhits 1
casement 6
sHowmyd 1
spout 1
waftage 1
prosperously 1
musterfile 1
patent 2
minn 1
enter 10
aloud 4
alack 5
rankness 1
friars 1
halfolf 1
interpretation 1
deform 1
clapper 1
aotes 1
over 11
Somethings 1
sickly 4
mallard 1
Timepleasers 1
staining 1
clapped 2
glances 1
forehead 7
fealty 1
Hero 2
destroyer 1
womanhood 1
unforfeited 1
Continues 2
Here 11
writing 5
receivds 1
compelling 1
Yourwife 1
fade 2
glanced 2
Hers 1
corrigible 1
Continued 1
Spain 1
whipt 1
travellers 1
frampold 1
blots 1
diseases 4
prevented 7
plaster 1
esquire 1
ripens 1
diseased 1
Maintain 1
Repent 2
warrd 1
ripend 1
violentest 1
Rowland 2
fatigate 1
shadows 4
stinking 4
heeded 1
enmities 1
Thisbe 1
potatoes 1
shadowy 1
mouthmade 1
persever 4
chuck 1
Foul 2
herald 4
thesun 1
filling 1
capricious 1
victory 6
Sessa 1
each 10
enwombed 1
CORNELIUS 1
neeryetbeaten 1
Transport 1
victors 1
prohibit 1
cranny 1
seard 1
laying 2
fishpond 1
maims 1
berhymed 1
railed 2
wormeaten 2
ghosts 3
truant 3
clothe 1
laiv 1
goo 1
precisely 2
overcame 2
Antipholus 1
fraught 3
Withal 1
god 10
washed 2
reinFfortune 1
Hurt 1
William 2
laid 10
pities 1
foolishly 1
heavenly 7
got 9
newly 4
Hold 9
blames 1
thatthe 1
MARCIUS 1
prorogue 1
Riddles 1
carcass 2
hang 9
splitted 1
eternal 3
Andhearhely 1
free 7
Convey 1
sinning 1
Strains 1
bringest 1
rain 8
W 1
wanted 3
ambles 2
fret 3
jangling 1
grained 2
Chain 1
Ggovernd 1
days 10
Henceforth 2
pence 2
quintessence 1
Isbels 1
Silius 1
hopeless 2
doctoseeorlcomnnhear 1
aspire 1
hawthornbrake 1
weftrelmy 1
foldin 1
key 8
wealt 1
Containing 1
already 10
Pompeys 1
officious 1
dryfoot 1
galley 1
rank 6
hearing 9
fantasy 3
philosophical 1
Jessic 1
adopted 1
pilferings 1
sober 5
scissors 1
difficulty 1
Pistol 1
traitorous 2
Excited 1
excommunication 1
portable 1
cheerless 1
Naytis 1
toy 1
attach 1
tos 3
top 9
tow 1
tot 7
blamed 3
Signior 5
kinder 4
uon 1
too 11
wildly 3
sandblind 1
gowns 2
bethink 4
budger 1
lackeying 1
toe 2
consented 3
tragical 1
Search 3
murder 7
HdhIhbweenjudgen 1
griefs 8
brushes 1
serve 11
took 11
counterpoised 1
shamelessdesperate 1
Twice 2
herblets 1
incur 1
western 2
cormorant 1
abated 1
epicure 1
reporter 1
begone 2
td 1
Unil 1
cuckoldly 2
nominate 1
Varrius 1
dealings 1
ssamesand 1
sennet 2
Obidicut 1
flame 5
Youxprese 1
mirth 9
beard 11
Oerpays 1
egress 1
ToviJew 1
bridge 1
fashion 11
bards 1
handkerchief 2
Ielivd 1
ran 2
CLEOPATRA 1
ram 2
Chased 1
newfalln 1
huddling 1
talking 3
rat 3
contestation 1
leafs 1
protract 1
Ielivy 1
gabble 1
leafy 1
hrsspul 1
HYMEN 1
scriptures 1
thoroughly 3
Domitius 1
snow 9
thorough 2
prcedpent 1
laughed 4
cleft 1
Gave 1
rides 1
rider 1
chares 1
talker 1
shallow 7
Uttering 1
perdu 1
though 11
censured 3
punishd 3
itselt 1
horsestealer 1
Loyal 1
repeals 1
thierpeas 1
plenty 2
Natures 3
coil 4
wantons 1
parting 4
SYRACUSE 1
constancy 3
Promises 1
potency 2
opposeless 1
sweetly 4
deifying 1
partition 1
flow 7
Bound 1
dewlap 1
orderly 3
reputation 7
laveas 1
Want 2
enterprise 3
prevaild 4
swifter 3
leaguer 1
notwas 1
sanctuary 3
bait 5
tackles 1
bereave 1
alight 1
queen 9
wheat 4
Hoodman 1
Relent 1
rector 1
earth 11
elegies 1
bail 2
wisest 2
sop 1
adoration 1
Attended 1
raind 1
spite 6
padponamemyt 1
Big 1
Bid 5
abjure 2
Bashful 1
Remembers 1
epitaphs 1
Bad 1
landthieves 1
opinio 1
lodge 6
repeald 1
FRANCIS 1
delayd 1
borrowed 3
Netherlands 1
Turns 2
coronet 2
watch 8
knockd 1
judicious 2
despite 7
report 10
knocks 3
disadvantage 1
halstherwfootinless 1
considerate 1
tribute 2
Turnd 1
angers 1
Nuncle 1
countries 3
Isbel 1
ruind 2
penning 1
doting 4
twice 8
enfranchised 1
oerrate 1
Jupiter 6
angerd 2
loveletters 1
ruins 1
farther 3
fragrant 2
Marking 1
penance 1
willIo 1
thwarting 1
wrest 1
robbd 2
Confessd 1
eleven 4
Abide 1
richer 3
resist 2
bounsu 1
Paracelsus 1
proclaimd 2
disturbing 1
tempters 1
rarity 2
preeches 1
sackbuts 1
hourglass 1
molehill 1
discoverd 1
waywarder 1
capacity 4
Ability 1
Sirs 1
Oer 4
warriors 1
ranged 2
houhltotday 1
paternal 1
mud 2
catalogue 3
discovers 1
muc 1
mum 3
efts 1
mun 1
approach 7
Oee 1
discovery 5
lightnings 1
bargains 1
codf 1
confusion 8
weal 2
weak 10
however 1
desirest 1
tarry 7
Soldier 3
devour 4
wear 11
servedinsntod 1
news 10
Dispersed 1
oerpaid 1
drowsy 2
thisand 1
Among 4
goddess 7
worstedstocking 1
Fretcving 1
Dance 2
fault 11
elm 2
jelly 1
terrene 1
players 2
whechaned 1
tediousness 2
conceits 2
faces 7
conceiving 1
variance 1
expense 4
Quince 1
Whip 1
Elves 1
exhibit 2
Pabylon 1
Modo 1
vexed 2
mendedmy 1
Menaphon 1
vexes 1
hast 11
reformed 1
snores 1
figs 2
majestic 1
trust 11
buzzing 1
staggering 1
conference 6
peradventures 1
lightly 2
Gan 1
demesnes 1
foully 1
ropes 2
muddied 1
been 11
quickly 9
confident 3
Chance 1
spread 3
Commends 2
expected 3
captives 4
oshave 1
Hymens 1
eheMmaster 1
Thouand 1
Cox 1
fleeting 1
Adams 1
thihfor 1
drugs 3
Pinch 2
Cry 5
speeches 2
lightwel 1
wagtail 1
craft 5
taintedwhether 1
Corambus 1
catch 8
glides 1
beftreemcaryf 1
oerread 1
beefs 1
apprehension 5
reapers 1
lessen 1
Wast 6
humanity 2
lesser 7
enmity 4
fallow 1
thousandth 1
teachers 1
weepst 2
Follow 6
cracked 1
Combine 1
Solicitst 1
tim 1
Marybuds 1
Gross 1
purifying 1
pyramid 1
evherble 1
broth 1
tions 1
turquoise 1
Mens 1
Write 3
unpitifully 1
haunts 4
exterior 1
Mend 3
tione 1
Tell 10
Lamenting 1
Horses 1
needsgriveeseniecheagainst 1
containing 1
StgoodDsdgo 1
semblances 1
edict 2
suggest 2
doths 1
wound 6
Nwanbuot 1
beside 5
excessive 1
inventory 2
twinbrother 1
Cushions 1
several 9
breaks 4
Thatbay 1
emulator 1
lusty 3
Thinkst 3
thse 1
Room 1
mildest 1
vulture 1
milky 1
bechanced 1
Bellarisy 1
Curtal 1
characters 1
soaciesh 1
Neighing 1
censureO 1
howbeit 1
idleheaded 1
shois 1
hearth 1
shortly 6
kicked 1
Wink 1
sweetness 1
possessed 3
urawish 1
threefoot 2
ocean 4
knighthoods 1
hearty 2
impediment 3
greatest 7
incapable 1
mother 11
admiringly 1
hearts 11
sonsinlaw 1
possesses 2
ofhettulse 1
gaolers 1
leagues 3
rubies 2
speakst 9
proposed 1
Werestoncve 1
mending 1
bruise 2
thisyour 1
poorst 2
proposes 1
seluu 1
Arabian 2
appeasu 1
battles 3
leagued 1
Prouder 1
followed 6
scimitar 1
Plough 1
roach 1
vices 1
slackness 1
marketmaid 1
Ethiope 3
keepst 2
ell 2
dearer 6
meanly 2
cherry 1
vie 1
elf 2
eld 1
lockram 1
sleepinghours 1
ruan 1
furrd 2
retreat 4
belly 5
pitiful 5
Wine 1
lenders 1
tolerable 2
eill 1
gave 10
unconfinable 1
bandy 2
marring 2
Kiss 1
Heart 1
bands 3
Taking 1
smartly 1
burnd 5
Hermias 1
Twixt 6
marriages 1
afore 2
judge 6
threeoer 1
burns 2
burnt 3
scruple 4
advanced 3
apart 6
hastyfooted 1
officed 1
gift 7
zeal 1
contradict 1
hunt 4
dishonest 2
mongrel 1
Posthumus 1
vestal 2
offices 5
officer 7
footg 1
caitiff 2
hung 3
footh 1
doghearted 1
accoutrements 1
likear 1
thunderstone 1
rustling 2
outprized 1
successfully 1
spongy 1
Hecates 1
Tenantius 1
clubs 2
Much 3
usher 1
election 4
displeasure 8
escape 5
peacemaker 1
heisf 1
indirect 1
stools 1
Forsake 1
nobleman 1
embodied 1
Life 2
proceeding 2
forfeiters 1
harer 1
Heard 4
ernouse 1
companions 4
Derived 1
ice 4
everything 1
icy 2
ditty 2
loins 4
Ho 6
dimensions 2
meritorious 1
Doth 9
incontinency 1
He 11
whitebearded 1
ripely 1
owners 1
Subdued 1
Dolphin 1
damask 2
dropped 1
seemst 2
corn 3
kibes 2
contest 2
Lucius 2
purest 1
deard 1
unbonneted 1
casket 1
Subdues 1
watchings 1
preparedly 1
meyet 1
Emperor 1
careires 1
homewards 1
jacknape 1
limitation 1
composure 1
Fair 7
hunc 1
choke 4
disarmeth 1
yougGiv 1
dinner 10
outfacing 2
Tubal 1
sweetfaced 2
Still 8
Corn 1
Best 3
dukd 1
duke 7
bate 3
froze 1
presence 10
civil 6
puzzle 1
reportingly 1
Venic 1
bath 2
accommodate 1
abed 4
finely 1
ofderistbehinid 1
NeverO 1
fery 1
meetingplace 1
sinnd 2
CLEOPATRAs 1
rely 2
cluckd 1
Amen 7
Quenchd 1
omen 1
transform 3
Wouldst 4
unpeople 2
virgin 6
Chide 1
fought 8
prayerbooks 1
deathshead 1
tellest 1
naught 6
cautelous 1
purposely 1
head 11
perfecter 1
steers 1
killcourtesy 1
statute 1
Sundays 1
proudly 1
heal 3
differences 2
smites 1
Exceed 1
heinous 2
heat 9
steerd 1
uncle 7
alehouses 1
Colebrook 1
everyghoosehis 1
removed 3
nodded 1
heay 1
chests 3
counsel 10
Lethed 1
altars 1
muster 2
la 4
hrndbye 1
bids 8
bargain 4
GONERIL 1
supplied 1
twixt 6
howsomeer 1
adore 3
ballad 3
Offence 1
bide 3
heartstruck 1
LEAR 1
Judass 1
trim 5
cobbled 1
aasurd 1
stomaching 1
fury 8
sinful 3
nne 1
toCearhages 1
trib 1
Snout 1
Oerpicturing 1
sometime 7
reenter 1
churchbench 1
shines 5
petition 2
trip 3
silliest 1
willingly 4
looked 9
Begin 2
ensconcing 1
Topple 1
faithful 3
nn 1
no 11
when 11
whereat 2
Cornwall 1
tis 11
til 1
dickens 1
luscious 1
pastsaving 1
papers 1
vanquisher 1
tie 6
vanished 1
Hapless 1
nt 1
calldst 1
eternity 1
picture 6
incestuous 1
ll 1
phoenix 2
suppers 1
toad 2
Moonshine 1
preceding 1
football 2
gallants 1
Tooth 1
ifponhearhs 1
brief 11
coroners 1
graspd 1
cambric 1
dappled 1
discharge 9
vilelyI 1
burdocks 1
thoughtexecuting 1
younger 7
portends 2
faster 5
preys 1
Mayst 1
navel 1
jealousies 2
withhold 1
uncovered 2
preyd 1
Eton 1
serious 5
backward 3
forgeries 1
fieryred 1
Nights 1
remarkable 2
impression 3
rob 5
varying 1
rod 4
livelihood 1
leads 5
tsickin 1
computation 1
Stain 2
Gets 1
rot 5
Today 5
discern 1
injure 1
doom 6
lightest 1
Tthe 1
confiners 1
leanness 1
Acquire 1
Truly 8
Dat 1
charge 10
Ninus 1
honoured 1
hammers 1
goodyear 1
Day 1
nurselike 1
mnyment 1
leisures 1
COMINIUS 1
deservings 3
thg 1
advantage 8
blemishes 1
waggish 2
trident 1
blinking 2
quaes 1
congregation 1
sours 1
Genitive 1
cook 3
welldeserved 1
HumconspiracySleep 1
cool 9
oftentimes 1
baregnawn 1
Ha 8
clouds 3
moderate 1
witnessd 1
herblejudged 1
Headsman 1
posts 3
brother 8
ladye 1
couched 2
brothel 1
enow 2
quick 10
veneys 1
Syracuse 1
Fathers 1
cord 1
pork 1
sayt 1
says 10
invades 1
PHILARIO 1
tarries 1
injunction 1
overwatchd 1
inland 1
diversrryman 1
interims 1
vouches 1
dried 7
comforting 2
nonino 1
Jane 1
bake 1
port 4
Red 1
drinks 3
hymn 3
Tonight 3
speakthat 1
stately 1
Commits 1
contracted 3
corbo 1
thereat 1
Pluck 4
pleased 7
temporized 1
Huggd 1
pnotcstio 1
goes 11
brawl 1
reply 3
MENAS 1
hairy 3
yor 1
dee 2
brawn 2
Opposing 1
prescriptions 1
Dwells 1
hairs 7
Whatfare 1
cornets 3
water 9
requited 2
thatitu 1
entertain 7
witch 6
Lays 1
schoolboys 1
watchd 2
hoarse 1
standst 4
cork 1
standest 1
supplying 1
hum 1
Seet 1
Sees 1
boast 5
pearls 5
guilty 6
pelleted 1
suraddition 1
stomachs 2
descended 4
reaps 1
lamps 2
Seem 2
Seek 4
Mmeantimo 1
humout 1
deniest 1
Hadst 5
whitsters 1
washes 1
humour 6
sevenfold 1
conjoind 2
thouun 1
healthfulso 1
Sail 1
alligant 1
numberd 2
wreak 1
thehipe 1
Therefore 11
Betrayd 1
swallowed 1
Rousillon 1
peep 5
suppd 1
Hungarian 1
wrongd 7
Jamany 1
confounded 1
gallop 2
sports 5
wrongs 8
thepteimy 1
handles 1
prey 7
memory 7
lump 1
alarumd 1
ifFomled 1
today 9
chapels 1
roared 1
ivoudd 1
mayxclai 1
riot 2
Presented 1
These 11
altar 3
aright 2
cashier 1
cased 1
sphery 1
PHILO 1
ishan 1
drown 4
dismal 1
pressmoney 1
Time 6
prophecy 2
rattles 1
chaud 1
eaves 1
autumn 3
myselfI 1
Burst 1
German 5
local 1
bggndihmwand 1
thathhath 1
wands 1
mistresss 2
unruly 2
blushd 1
batty 1
disparagements 1
laughter 6
slightest 2
attain 4
streak 1
stablishment 1
meeter 1
performer 1
corrupted 3
figure 8
gratify 2
Media 1
smilingly 2
Lartius 1
distillation 1
shards 1
Mmostwor 1
stroke 5
corrupter 1
kidfox 1
Andrcan 1
discandy 1
tprayabobut 1
provoke 4
ROBIN 1
Marquis 1
churls 1
netherstocks 1
Terms 1
inheritance 2
Limpd 1
highillustrious 1
Ifshwe 1
Jewess 1
voicn 1
sealike 1
possessor 1
fourth 4
constantqualified 1
himseluu 1
sithence 2
wetaine 1
speaks 10
speakt 2
Nobly 1
Oscorbidulchos 1
levy 1
informd 3
youBy 1
rites 3
siren 1
Priams 1
comin 1
heartbreaking 1
birthday 1
tipped 1
Antonios 1
otherwhere 1
crnl 1
curing 1
wagging 2
mounsieur 1
Mahu 1
pellmell 1
branches 2
removedbear 1
commodity 3
Neglect 1
theakingbrebry 1
courtrous 1
inform 4
Asleep 1
Thonlighiunalce 1
nonny 2
lamented 2
shalldtA 1
imagining 1
sonnet 2
rottenness 1
undervalued 1
Breaking 1
midnight 8
Touches 1
Melt 1
enlarge 1
fangs 2
sthall 1
Priory 1
motions 3
plausive 1
pocesnd 1
worship 8
depending 2
Higher 1
dreading 1
beforeyour 1
apes 3
offerd 5
rdeptine 1
Cup 1
guiltiness 2
welcomnhoamr 1
wasting 1
offers 2
akoit 1
demeand 1
ly 1
swans 3
prisoners 2
cutter 1
Received 1
Throng 1
lonely 1
thaws 1
anatomize 2
Honi 1
Propinquity 1
delighted 1
underneath 1
adornings 1
Rome 3
watchpoor 1
gipsys 1
Disparage 1
wagon 1
term 5
name 11
pierceth 1
corners 3
bleak 3
debating 2
possibilities 1
speediest 1
nodding 2
Mounsieur 1
tery 1
anointed 1
bats 1
Tremble 1
Injurious 1
subjection 2
upto 1
Move 1
Clock 3
experiment 2
reckond 3
motaol 1
torch 2
unseald 1
catching 4
farewell 10
begun 3
disbenchd 1
Save 7
successes 1
actiontaking 1
spoonmeat 1
exclamation 1
counterchange 1
bounr 1
Dol 1
factors 2
profit 4
statf 1
Martext 1
rounds 2
treading 1
condole 1
fitchew 1
EDMUND 1
QUINCE 1
edifices 1
Throw 1
TOUCHSTONE 1
eagle 3
attended 7
bolts 2
bitchs 1
cashiered 1
ofzealewaunved 1
dispatched 2
varletry 1
playingday 1
Dissentious 1
mymhasteryYetpreuern 1
Record 1
Musicians 1
One 11
notary 1
havespent 1
maidenhood 1
cloven 1
Alive 1
relinquishd 1
blotted 1
sennight 1
Sigh 1
impose 1
Sconce 1
motion 9
turn 11
butterflies 3
place 11
swine 2
broached 1
envied 2
Touch 1
turf 3
unborn 2
view 9
truehearted 1
childhood 3
Speak 10
Certes 1
pelican 1
feign 2
suspend 1
revenue 5
blacker 1
Stark 1
personage 1
arras 3
merrily 5
soaring 2
Shalls 2
unfool 1
Tabours 1
array 2
timelier 1
accuser 1
earths 1
given 11
necessarily 1
returnd 6
Florences 1
stuck 5
Vanquishd 1
Sspeak 1
plebeii 1
givea 1
acquired 1
returns 2
dews 2
chastity 5
coining 2
bounty 6
Such 10
white 10
bloon 1
rceiput 1
gives 10
festivity 1
hue 3
unvirtuous 1
armadoes 1
Theyve 1
senda 1
cope 2
wellbehaved 1
season 8
debility 1
TITANIA 1
fellst 1
alas 5
Achieved 1
enigma 1
seducer 1
Parthians 1
gad 1
copy 3
itfor 1
specify 2
Pulcher 1
wide 10
praefoor 1
Hagars 1
Love 9
Seard 1
oats 2
require 4
Maidenhead 1
Tartars 2
welldivided 1
Disburse 1
oate 1
sere 1
ooze 2
schooled 1
Aloof 1
oatn 1
oath 10
trophy 2
Quicken 2
and 11
ane 1
Grates 1
mated 2
rend 4
froth 1
ick 1
treasurehouse 1
confessed 2
tiother 1
luckist 1
ant 4
mates 2
pastime 4
rent 4
Carduus 1
Fools 2
secn 1
any 11
mindthats 1
prosperity 2
conversion 1
samescrubbledboyu 1
wanderer 1
dreaming 2
haoven 1
Bedlam 1
Conspirator 1
Famous 1
untied 1
Bastards 1
statI 1
headier 1
tny 1
sweartis 1
strengths 2
blunt 4
visitation 1
inky 1
drachm 1
Impose 1
Thosefor 1
fundamental 2
spangled 1
removes 1
Dido 1
Hebrew 1
fraughtage 1
falls 9
boiling 1
donation 2
statt 1
Thrusts 1
Embracing 2
stickest 1
ern 1
cleared 1
halfpint 1
warmth 3
nothinggift 1
Whoever 3
proud 9
hungry 5
Audrey 1
unkept 1
hear 11
senior 1
daffed 1
lated 1
quantity 2
mistresses 2
signd 1
urge 4
horribly 1
convoy 1
heap 1
obliged 1
Dowsabel 1
cheat 1
Cousins 1
impdimlent 1
cheap 3
infant 1
Thorough 1
trod 1
Citizen 1
trespass 1
Oute 1
Opposed 1
slops 1
hack 1
bucklers 1
trow 4
adhere 1
germens 1
trot 3
featherbed 1
ses 1
woot 1
ort 1
gulf 2
plentifully 1
fulsome 1
gull 1
written 6
crime 2
warrener 1
fickle 1
wood 5
believing 2
peascod 2
partake 2
Telling 1
foolsO 1
wool 1
dreaded 2
happened 1
lighted 1
hooting 1
Peering 1
uncles 2
fatherly 2
H 2
lighten 1
horrible 1
mortally 1
expectation 5
Athenian 2
wagerd 2
tailor 7
andirons 1
ballasting 1
treachers 1
Kinsman 1
dye 1
hedge 3
Volscians 1
treachery 3
reveal 1
Whichthereaappeaeith 1
ducking 1
Wherehis 1
dismiss 1
floods 2
orphans 1
fainted 2
Wipe 1
naked 5
Beteem 1
embassy 2
Lipsbury 1
mapped 1
fainter 1
RepFair 1
untot 2
Tarquins 1
Corporal 1
rhpeausnd 1
beholding 5
professes 1
violated 1
replies 2
Spread 2
college 2
squirelike 1
undertook 2
overtaen 1
placebVeneath 1
bluntness 1
professed 2
Nessus 2
squandering 1
thereaore 1
fails 2
detect 2
voluntary 3
Patience 4
managing 1
amen 5
definite 1
Displace 1
Suffert 1
weapons 6
gainst 6
charters 1
Virtue 1
Phibbus 1
hiss 1
metwoe 1
Pharaohs 1
T 2
negros 1
beseeming 1
drave 2
arrival 1
Natural 1
needst 1
regiment 2
ondiation 1
grieves 2
uckold 1
inseparable 1
LORENZT 1
ale 1
rumourd 1
disdainful 4
LORENZO 1
hempen 1
comn 1
thmtoze 1
harshly 1
comb 1
come 11
grieved 4
forfend 1
buckwashing 1
oaken 1
C 3
region 4
priests 5
quiet 7
contract 3
scantly 1
eschewd 1
wanderd 1
unheedy 1
berry 1
fosternurse 2
senator 1
ungentle 3
interjoin 1
utterance 2
tithewoman 1
hPartru 1
duty 10
Decline 1
Guess 1
selfwrong 1
afterwards 4
pox 2
quean 1
epileptic 1
mandate 1
unquiet 1
Transform 2
satisfaction 6
pole 1
pold 1
babbling 1
poll 2
Herculean 1
runaway 2
ItumbtyI 1
Buy 2
lifes 3
boundforh 1
subscribed 3
inclusive 1
But 11
bellowsmender 1
watchingit 1
Conspirators 1
Lovenews 1
slaughterman 1
cords 2
hardly 6
Tripping 1
schoolboy 2
engine 2
vilely 4
direction 3
Barbary 2
thnd 1
robbed 1
blessing 7
madst 1
Together 3
ostentation 3
tiger 2
mocking 2
thwartings 1
minister 5
castleditch 1
Creaking 1
Aeh 1
spiris 1
evidence 5
sined 1
spirit 11
robber 1
case 10
shaft 4
myself 11
fiends 4
Divide 4
Health 1
howling 2
attemptable 1
slipperd 1
mount 2
twigs 1
rhymes 2
mereseerm 1
cast 7
inscrolld 1
slippery 3
egighlytwas 1
Troilus 2
shops 1
Followd 3
tartIll 1
youmhake 1
Contend 2
Slow 1
leavethe 1
rapier 3
haiw 1
contrive 1
exult 1
Content 5
Otis 1
Silverd 1
Bau 1
daubery 1
numbd 1
Nobler 2
y 2
pruning 1
bnksd 1
helmet 1
disisIs 1
bowd 2
guestcavaleire 1
author 3
borndiscover 1
musterd 1
quarreling 1
bowl 3
youtand 1
coarsely 1
injurious 3
shifts 3
bows 3
distilled 1
pleaeedawat 1
nighted 1
isle 2
musters 2
week 6
IX 3
barefoot 1
messages 1
tipsy 1
mockery 3
tyrannous 2
nest 5
retrograde 1
illfavord 1
drives 4
muffled 2
IV 11
II 11
persons 4
fowls 1
prospered 1
lute 1
delicate 5
statue 2
muffler 1
changing 1
Antony 2
Dream 3
hse 1
foggy 1
blazonst 1
vantage 7
giber 1
gibes 2
cheerly 1
bodied 1
Is 11
It 11
Odours 1
Orodes 1
without 11
Im 4
relief 3
Io 1
In 11
Octavius 1
model 1
reward 7
Ionian 1
Id 6
bodies 6
justify 1
clod 1
lookdst 2
disloyal 2
Porpentine 1
Prove 6
lilylivered 1
tip 1
guided 2
suficeys 1
actions 3
dumbness 1
violent 4
hedgecorner 1
kill 10
Usurping 1
Heros 1
Pins 1
fineness 1
appeachd 1
morndew 1
addressd 2
perilous 1
stalkinghorse 1
blow 8
wher 1
acidpen 1
blot 3
gentleness 3
womans 9
rose 5
seems 10
except 4
bestirred 1
hinc 1
ditties 1
lets 11
falsely 3
rosy 1
hind 5
bleats 1
seemd 5
shunless 1
trier 1
Change 4
wellacquainted 1
kingdom 5
Mans 1
accrndingnto 1
Falstaff 1
kills 3
thatvirtuet 1
Lucina 1
Many 6
Camp 1
packings 1
Followingher 1
confines 1
complexions 2
killd 6
hoodwinkd 2
qualityO 1
styled 1
confined 2
twohearhely 1
walk 10
forehand 1
gentlormaon 1
Pleaseth 2
Halloo 1
somesuargso 1
thereand 1
thebbonh 1
ns 1
snore 2
ifaith 3
Consul 1
bracelet 1
recalld 1
oddly 1
Uncouple 1
cuckoobirds 1
Something 6
FORDS 1
friar 2
tower 1
captious 1
Hhathbween 1
snatches 1
shunned 1
forefinger 1
burdens 2
wooers 3
Army 2
