/Library/Frameworks/Python.framework/Versions/2.7/bin/python2.7 /Users/deeptivelusamy/CSE536Mapper&reducer/thread_test.py
shillings 2
West 2
Since 10
Arms 1
Hoo 1
Master 6
inhegactoyr 1
table 6
thejudget 1
Ours 1
oftener 1
suffem 1
acutely 1
Mislike 1
Knowing 5
provided 6
Bellario 1
slice 1
mood 5
renounce 1
Bellarie 1
freer 4
highest 3
Bellaria 1
stops 1
moon 6
Modena 1
Youulse 1
unbewaild 1
approvers 1
provider 1
unclean 3
willsratifdied 1
porter 4
severed 1
assay 2
Mastiff 1
foosetooeforh 1
guiltless 3
Orchard 1
beached 1
nails 5
Pepin 1
communicate 2
provinces 1
slaughter 2
loudest 1
Venetian 2
EnterMmuictian 1
parishioners 1
accompany 1
prattle 1
Blush 1
Playing 1
adulterers 1
oo 1
on 11
obeyd 3
subdued 4
deathsman 1
oh 1
zealous 1
of 11
jeer 1
Kisses 2
ports 4
mutually 2
whence 7
securely 1
stand 11
scornful 4
ox 3
tributary 1
os 1
or 11
tribe 3
ladies 8
ridges 1
curses 6
urinals 1
instruments 2
warbling 1
obtaind 2
Ddowg 1
cursed 3
deptenrougn 1
rising 2
banishdis 1
kites 1
Shouting 1
dank 2
lastly 3
Winter 1
prophesying 1
buds 3
outlaws 2
therl 1
Warrst 1
Defy 1
there 11
whetheryYoall 1
disposed 6
edges 2
Basan 1
itdarkh 1
malecontents 1
Letter 1
nakedness 2
halters 1
AEsculapius 1
valley 1
hare 4
inhibited 1
spearsyAmong 1
forbade 1
carouse 1
namest 1
gibe 1
mischief 5
Remember 4
oerbear 1
regard 4
amongst 5
limnd 1
leapingtime 1
puisny 1
downright 3
longer 10
mortals 1
welcomI 1
Oppressed 1
Tutus 1
Whilst 7
hallowd 1
oxlips 1
monsinn 1
flats 2
grass 4
creeping 3
strongly 6
butchers 3
ruffian 4
frighted 3
itnay 1
surly 1
taste 7
disannul 1
unsanctified 1
houst 1
governed 2
iother 1
spends 1
Hot 2
wanton 8
stumbled 1
besoe 1
Quoth 1
Crassus 1
DOGBERRY 1
idiot 3
deserve 10
swords 8
llayperjurysuUpon 1
Ggratang 1
Dark 2
roses 3
Hired 1
murmuring 3
heathen 1
linger 2
placeth 1
Silvius 2
butchery 1
Dare 1
abysm 1
sully 1
requested 2
briefly 5
jaded 1
winking 1
separate 1
stockd 1
exposture 1
Bully 1
dishonour 5
courtly 3
bullets 1
unbent 1
fasten 1
bitterest 1
inroads 1
spouse 2
Ingrossd 1
bounden 1
Breeds 1
dothsite 1
rasher 1
Host 1
suppertime 2
applause 3
calls 10
wife 11
toharbyour 1
invest 1
unmitigated 1
gceeyes 1
Makyhou 1
Measureless 1
calld 8
liegers 1
houseless 1
treason 6
apparel 8
Fourscore 1
Inspired 1
Fame 2
bequeathing 1
premeditated 1
all 11
selnt 1
lace 1
Leander 2
Stretch 1
Butino 1
lack 10
pusuveeseniechu 1
swerving 1
larum 2
weights 2
cornfield 1
lact 1
Pompeius 1
hme 1
seald 3
follow 10
meditation 1
unmingled 1
Augmenting 1
apartment 1
yokes 2
homage 2
foresters 1
assuage 1
lattesm 1
sparkling 1
testiness 1
painter 2
mymhaster 1
oergrown 2
Shines 1
royally 1
crest 4
equalities 1
Christians 2
rankest 1
recantation 1
sona 1
belonging 1
woman 11
worse 11
equivocal 1
song 7
far 11
fap 1
Cominius 1
worsl 1
induce 2
baited 1
sons 9
fan 5
hatching 1
Torches 1
courtlike 1
monarchysee 1
haveIe 1
abandoned 1
godded 1
ranting 1
Nursing 1
Pitied 1
lisp 1
list 7
purlieus 1
Rest 2
grandfather 1
Meatest 1
fearful 9
undone 9
tumpest 1
barricado 1
liars 1
deanery 1
Filial 1
coxcombs 2
familiarly 1
appointment 2
dexterity 1
shoulost 1
rats 3
ten 10
Proculeius 1
suhiIf 1
lascivious 3
reins 2
Falstaffs 1
Discourse 1
invention 7
design 4
courtezans 1
ter 1
East 1
yw 1
mustI 1
disfigure 2
lineaments 2
what 11
monsterlike 1
Numas 1
deeply 2
sum 6
rascal 6
musty 3
amplest 1
crush 2
foison 1
Thisryine 1
Cappadocia 1
sup 3
brier 2
EUPHRONIUS 1
row 1
Complain 1
multitude 2
womb 5
Pull 1
guessd 1
ruffle 1
buckbaskets 1
ayestein 1
justicebre 1
combating 2
dislikes 1
wrve 1
denymce 1
Pageand 1
Leaving 3
tragedy 1
Rust 1
thrift 3
coals 2
polled 1
soundest 1
masquing 1
nosegays 1
errfor 1
pyramises 1
allows 1
goers 1
Kneeling 3
infringe 2
wifh 1
extremes 2
neerlustwearied 1
mummers 1
PORTIAdtresred 1
Anindd 1
allowd 1
otherwsydn 1
tragedians 1
Defiles 1
Thoudiesut 1
Burn 2
lubbers 1
defeatures 1
thankfully 3
suckle 1
palabras 1
Things 2
atomies 1
Tot 1
Instance 1
fearfully 1
Too 7
intrinse 1
Tom 3
bridled 1
widrombween 1
passage 4
herring 2
mllrestorbd 1
tradesmen 1
rises 2
proceed 8
Circumstance 1
thetwoerpinsy 1
reprovable 1
faint 7
wield 2
rustic 2
thuw 1
outvillained 1
watchmen 1
inlay 1
widens 1
hghwrays 1
Immediately 3
branded 1
markets 1
wealthy 1
yed 1
Sharptoothd 1
horses 7
flat 5
wretched 6
knows 11
prologues 2
mire 4
unkennel 1
flay 1
flax 2
Dyed 1
wellsuore 1
Morocco 1
flag 2
Mass 1
wretches 2
mortalbreathing 1
horsed 1
known 10
mellow 2
appeaaon 1
glad 11
Approaching 1
wrestled 1
weret 1
Canst 2
Iny 1
shielded 1
lightwwfhe 1
wray 1
forbearance 2
debated 1
dieted 2
chargeful 1
Nowiin 1
wrestler 1
Ink 1
Ind 1
Tomorrow 9
nothingbust 1
Repairs 1
blossoming 1
throstle 2
prompting 1
conspire 1
thievish 2
Christianlike 1
salter 1
fancys 3
imitation 1
arise 4
pond 1
mebut 1
smirchd 1
debile 2
lambs 2
terrestrial 1
rotundity 1
uckoldIseare 1
court 9
gibbets 1
musics 1
closestool 1
ordinance 3
givonamd 1
sousIm 1
breaking 6
conducted 1
bawds 1
liveries 2
Cannot 7
Hope 1
courh 1
unapt 1
PISTOL 1
conveying 1
headstrong 1
Desire 1
simplicity 3
mah 1
wifs 1
emulate 1
dow 1
Gld 1
Laud 1
umpires 1
disable 1
adventure 2
infects 1
hig 1
ballads 1
replete 1
youtdfultand 1
short 11
chiefly 3
marching 3
shady 1
Thatscuose 1
departure 6
mockable 1
footed 1
shore 6
grande 1
shade 4
deign 1
Armed 1
toooIf 1
unprized 1
Bottom 1
isno 1
littlea 1
mountainforeigner 1
major 2
Supplied 1
disabled 2
Unquestiond 1
spices 2
quarrels 3
standingbed 1
Maudlin 1
broths 1
mutiners 1
parto 1
style 4
Full 5
waged 2
prat 1
glide 1
pray 11
inward 4
fate 3
abbey 1
mattress 1
harmless 1
dross 2
parts 10
threescore 1
Hast 8
bout 4
might 11
alter 4
Cleave 1
somebody 1
sucking 2
persecutions 1
heapt 1
Ascends 1
allottery 1
hunter 2
denounced 1
Officers 5
orry 1
Ere 9
Skyplanted 1
saucily 1
sighed 2
hunted 1
Conjectural 1
smoothness 1
bigger 3
instructions 3
grewst 1
shallIesway 1
bannerets 1
scuffles 1
instances 2
Ran 2
mnr 1
level 3
Phoenicians 1
thehnot 1
fhet 1
Reads 8
Scottish 1
Ready 5
inherent 1
likelihoods 1
Sport 1
friendship 9
diminutives 1
allies 1
weighs 3
fumblest 1
lad 4
Weeping 1
weight 8
needless 4
stiller 1
peeps 1
madmans 1
pawned 1
FREDERICK 1
ARRAGON 1
Mort 1
loopd 1
duchess 2
tilter 1
Cupids 7
expect 5
undertake 7
Mum 1
Reading 2
seditious 1
More 11
reverent 1
wager 3
truebegotten 1
telltale 1
musselshell 1
Tigers 1
disquiet 2
hilt 1
appertains 1
reverend 5
mildews 1
health 7
hill 4
paradise 2
Distinguish 1
induced 2
burrows 1
hebss 1
perceives 1
bonw 1
soulless 1
Coram 1
boldness 1
Receive 2
happywhich 1
nym 1
forgive 8
swordmen 1
prabbles 1
peaceable 1
hearths 1
Opinion 1
teach 9
Hiems 1
edicts 1
Murderous 1
thrown 7
monhsldepse 1
illwell 1
fantastical 3
Traduced 2
indulgent 1
likis 1
accumulation 1
Past 3
tributaries 1
Bodykins 1
threat 1
twenty 10
consequence 4
sunderd 1
throwt 2
fallen 6
throws 3
feed 8
dine 3
shrewish 1
seeming 10
upper 1
feel 10
Leonitus 1
Hugh 2
dries 1
fancy 8
entreated 2
feet 5
sympathy 3
Indian 2
defects 2
froms 2
blank 4
slower 1
Weapons 2
Speaks 1
Polydore 1
SICINIUS 1
corporal 2
moan 4
story 8
breathless 4
peds 1
leading 5
sf 1
coasts 1
hangs 6
doomsday 2
capriccio 1
patterns 1
passed 5
commits 1
hangd 3
lisping 1
destruction 2
recovered 2
attendants 3
Edmund 1
imperfect 2
eyewink 1
relieved 4
Osixpence 1
imprinted 1
pnverly 1
fruitfully 2
treasurer 1
treasures 1
befalln 1
undoubted 1
griefshot 1
Britain 1
baldrick 1
wele 1
incurrd 1
king 10
kind 11
double 9
instruction 4
scabbard 2
outrageous 2
Throwing 1
harping 1
stall 2
stalk 1
doubly 2
insulted 1
stale 9
voucher 1
tongues 7
Gilded 1
Cloten 1
marriagevow 1
dainties 1
falsefaced 1
shrewd 7
gale 1
Dreamt 1
XI 1
horbly 1
alike 5
Longer 1
gall 2
nightI 1
squints 1
nights 7
VenicI 1
illfavouredly 1
toyour 1
moist 1
Germany 2
squealing 1
finding 3
Methought 5
colic 1
puffing 1
shealed 1
Germans 1
buff 1
added 2
unpeopled 1
warnings 1
reckon 1
beganst 1
measures 3
reach 2
myhterd 1
searchd 2
prnoauncnd 1
fangled 1
Melted 1
adder 2
complainings 1
nothing 11
seasons 4
information 1
measured 2
Finds 2
stands 9
Gaolers 1
consuls 2
faithd 1
amazedness 1
mineral 1
windows 3
peeld 1
Luds 1
Protects 1
fortuneoften 1
unscalable 1
Patiently 1
Speed 1
avouch 3
lying 8
windowd 2
stones 7
pense 1
Hisperia 1
suficey 1
journeys 1
tri 1
fond 8
Goblin 1
havoc 2
laments 1
theiontent 1
unbridled 1
melody 1
oulrlleso 1
stubble 1
gilded 6
noncome 1
roughcast 1
deserts 2
Solle 1
fullwingd 1
Honour 3
shouldsiungbay 1
pickpurse 2
penalty 3
Outsells 1
amevery 1
betray 7
Je 2
discuss 1
hip 3
shepherd 4
his 11
hit 7
gains 3
rhnkbledbrnow 1
babble 1
sauciness 2
franklins 1
furnaces 1
Jealous 1
gaind 3
cote 1
hid 6
hie 5
Both 10
shared 1
beards 4
him 11
Nobility 1
Often 1
loneliness 1
thereabouts 2
noises 2
mette 2
themwere 1
usurpers 1
Outvenoms 1
theAetipodbe 1
ouphes 1
naughty 4
overfull 1
sonbelieve 1
cringe 1
rememberd 3
wrote 3
attendrhs 1
Guardsman 1
bars 3
ExeuntDduke 1
art 11
achieved 2
intelligence 7
sydn 1
persuade 6
achieves 1
achiever 1
bare 7
are 11
thistle 2
dugs 1
REGAN 1
chambers 2
bark 6
ark 1
barm 2
arm 9
declined 2
spectatorship 1
thyI 1
chamberI 1
threats 4
forlorn 2
Quintus 1
holycruel 1
unpaved 1
drooping 2
learnd 5
falser 1
contrary 4
spells 1
corruption 1
lamenting 1
sharplooking 1
stanstd 1
creating 2
atri 1
sold 8
sole 5
noseherbs 1
Immortal 1
PAROLLES 1
Janus 1
poetical 1
Phoebe 1
opposition 1
rarer 1
franchise 1
citys 2
demurely 1
Friends 3
riddleI 1
aspic 1
Touchstone 1
cheerest 1
liquors 1
c 9
prescription 1
riddles 1
Thisbes 1
movers 2
heehfForlawd 1
ANN 1
andhrough 1
Enobarbus 1
reprehend 1
blazed 1
became 6
corrupt 4
finds 5
Happiness 1
sheathe 1
bys 1
sloth 2
flies 7
guts 2
distress 6
Affairs 1
reasons 8
sweet 11
whelp 2
courla 1
sweep 1
harbour 3
surplus 1
amesace 1
weasel 2
nettles 1
village 1
GUIDERIUS 1
Yielded 1
oyes 1
goats 3
reasond 2
decline 1
Play 2
Denyt 1
Stomach 1
whot 1
jugglers 1
confessd 2
Robes 1
due 5
cupboarding 1
whos 7
swy 1
whom 11
alldisgraced 1
docto 1
sociable 1
pe 1
Fan 1
pl 1
Possess 2
cites 1
flight 9
Filths 1
buck 2
ages 2
LorenzeswhearheI 1
orisons 1
Corinth 1
softest 1
wrongst 2
goodly 8
demand 6
doughtyhanded 1
Sleepest 1
taen 8
earnestly 2
plants 3
fello 1
famished 1
stolen 6
conception 1
thirty 3
enlargeth 1
civility 3
nrymhaster 1
somere 1
convertites 1
bachelors 2
stillpeering 1
behavior 5
theret 1
guardant 1
themmhake 1
pancakes 1
noverbs 1
Advancing 4
theres 10
shortened 1
hatch 3
Italy 6
credence 1
strawcolour 1
Benedict 1
Unnatural 1
mossd 1
demon 1
rip 2
Tis 11
ecstasy 3
frantic 3
lashd 1
Benedick 1
leand 1
rid 3
anguish 2
mow 1
knog 1
peopled 1
Thracian 2
aged 4
Youwhore 1
shirt 2
palsied 1
larron 1
imperceiverant 1
nay 11
fountain 2
aftersupper 1
peoples 3
esteemed 2
advise 6
daughters 9
higher 4
Fool 2
About 8
arrives 1
paths 3
restraint 3
Ill 11
negotiate 1
flows 2
crushed 1
Barbason 1
flown 3
doers 2
pyramides 1
hospitality 1
wheret 1
wheres 6
Diseases 1
fcrg 1
broils 2
lower 4
oerrun 1
congregated 1
solemnity 2
Almost 5
Miller 1
cheek 9
dared 1
Excellently 1
cheer 9
edge 5
Ulysses 1
grimlookd 1
dares 6
gawds 1
requital 3
Deboshd 1
forepast 1
yora 1
know 11
bleaching 1
questiond 1
Taket 1
abilities 1
endeavour 4
Takes 4
precedence 1
Nwan 1
scrupulous 1
pigeons 2
Seems 1
carpetmangers 1
fasts 1
Said 1
questions 5
russetpated 1
Taken 1
Seemd 1
meiny 1
prince 8
foreshowd 1
profitable 2
tables 1
forome 1
illusions 1
tablet 1
brach 1
COBWEB 1
Iaon 1
uall 1
rangemfFomlrlyu 1
tameh 1
havejudgmtent 1
LUCIUS 1
soIu 1
Justice 4
thickpleached 1
countermands 1
muick 1
exhibition 2
tabled 1
muice 1
confederacy 2
gracsf 1
sizet 1
customers 1
Last 3
Dispatched 1
Thou 11
Mistake 1
condemnation 1
cowslips 2
Ais 1
Air 1
awaked 5
complaind 1
fulness 1
moods 2
peoplewhich 1
Again 4
necessary 4
hurricanoes 1
awaken 1
hearpmerchacve 1
Neaerestthis 1
moody 2
CLOTEN 1
lost 11
shaped 2
almanacs 1
glitters 1
Applauding 1
tein 1
hightop 1
shapes 2
moralize 1
distrust 1
particularise 1
pagan 1
flaring 1
entice 1
fleas 1
vinaigre 1
eeorwhearhhirs 1
thrum 1
pother 2
perpetual 5
Nominativo 1
sauced 3
certainties 2
mends 1
yorIfaals 1
understood 4
Neighbours 1
Cotus 1
sprightly 2
putst 1
outfrown 1
ourage 1
heartthat 1
enthralld 1
preserver 1
saidAy 1
thattandyyour 1
lappd 1
thrives 1
questant 1
likeArgusg 1
pros 1
capon 4
prop 2
halfpence 2
Stewd 1
lovesongs 1
tonguethe 1
market 2
tends 2
hosts 2
fragments 3
strife 6
Frenchman 5
Scornd 1
porridge 4
Oerflows 1
unaccommodated 1
trilld 1
Thetis 1
jumps 1
refused 3
aloft 2
Goodwins 1
tinker 1
Command 2
shent 2
consolation 1
wenchlike 1
weig 1
cannons 1
himmade 1
awork 1
noblerwhither 1
ruddock 1
sawest 1
mingled 7
forbeart 1
niceness 1
moveables 1
dismantle 1
lifeless 2
greets 2
hatred 2
womens 6
TotBASSANI 1
Hhathslent 1
youthful 4
credible 1
undoing 2
scorns 2
compt 1
Bears 2
PEASEBLOSSOM 1
conquest 3
BEATRICE 1
rejourn 1
exceed 2
baille 1
chargeth 1
piteous 3
scornd 4
yourrname 1
vagabond 2
distressd 1
Sawst 1
curtsy 4
stench 1
mantled 1
lovecause 1
wenhs 1
questiod 1
territories 1
misgovernment 1
tumble 2
question 11
discourtesy 1
fast 9
housekeepers 1
godsthey 1
Every 4
prettier 1
mantles 1
Fiend 1
selfsame 3
austerely 1
counterpoise 3
mountains 3
plunge 2
slough 1
audacious 1
searching 1
cloth 4
filea 1
usurp 1
Dealt 1
upright 3
raising 3
usury 1
hush 3
Revoke 1
Corrupted 1
consist 2
hideousness 1
feasting 2
youngst 1
par 1
frien 1
redress 2
Steals 1
Bels 1
hathtaeen 1
called 10
Crested 1
deliverance 3
Sings 3
Necessitys 1
intercessors 1
stick 3
dismay 2
verba 1
nswew 1
prescience 1
warning 3
tribune 1
Singe 1
Waste 1
trialfire 1
Grecian 2
rainbow 1
conies 1
conductor 1
Enrow 1
evils 4
moonbeams 1
endurance 1
peace 9
backs 4
saffron 2
blindworms 1
parlor 1
Photinus 1
tojudgmten 1
backd 1
bned 1
Hecate 1
mock 10
nice 5
dale 1
thandfuly 1
vaulting 1
mustard 1
athee 1
trades 2
waikde 1
linta 1
Churlish 1
breasts 1
alarum 2
helping 3
meaning 9
recks 1
Making 5
doubtthat 1
suffers 1
happier 5
vice 6
Moth 1
wildness 1
impatient 1
reproaches 1
heath 1
sufferd 5
Buried 1
wombs 1
wive 1
scroll 4
aike 1
once 11
wrestle 3
gipsies 1
Jewyahsxecisal 1
issued 1
Exceeds 1
scannd 1
resistance 2
Falconbridge 1
windy 1
winds 7
compadyhat 1
stilnfess 1
cases 1
issues 3
rebels 1
Southsea 1
Joind 1
varlet 5
nwypreuernl 1
handfast 1
fenced 1
crammd 1
befal 3
languages 1
Jovial 1
obstinate 2
saltfish 1
swelling 2
nyrmnen 1
breach 4
fairness 2
edsecrcy 1
abode 4
firenew 1
confirmation 3
wished 4
adventuring 1
vor 1
neighbourly 2
predominance 1
scattered 1
ague 1
yourlaw 1
ging 1
inhoopd 1
spoon 1
wishes 7
allworthy 1
Kissing 1
drinking 2
infinite 7
harlot 1
Irishman 1
thedsevlngrive 1
posture 3
Enjoy 1
foughtst 1
eaning 1
boggler 1
notes 4
bonto 1
fretted 3
Dismiss 1
tenderness 3
himkdeptith 1
session 1
toldst 3
moused 1
relation 1
friendliness 1
noted 3
Unto 7
AndfFor 1
concluded 4
smirch 1
repensI 1
folds 1
astes 1
wrestling 1
Brief 3
Arrest 1
untread 1
enamoured 1
guessingly 1
plead 4
schoolmasters 1
abominable 3
inveterate 1
yourvetherntw 1
ladyship 4
runagate 1
appeased 1
onlylhooset 1
frize 1
topinch 1
wfhebvh 1
waiting 2
monruch 1
worships 9
Tucket 2
attire 3
lutestring 1
Straight 4
slayeth 1
exteriors 1
uncurbable 1
chose 3
desires 8
Light 2
enrichd 1
youngest 4
desired 6
Leonato 1
tarred 1
Leonati 1
separation 2
ferry 1
yourswuk 1
Unstate 1
miser 1
blameful 1
settling 1
survivor 1
gentlema 1
distressed 2
pickle 1
larges 1
larger 1
spiced 1
uncuckolded 1
leaving 2
headless 2
Fortunes 2
conveyed 1
worthiest 4
submerged 1
requite 4
torchbeare 1
Pale 1
defectLadiesor 1
insurrections 1
uncomeliness 1
chaste 8
unworthier 1
apple 3
heart 11
forbid 9
Robert 1
confession 3
ensign 1
Spurio 1
offends 1
bergenders 1
scaled 1
noy 1
Exir 1
Exit 11
NERISSs 1
Pleading 1
lodging 4
doubtfully 1
apply 8
boasts 1
egg 4
nursing 2
eever 1
Hue 1
use 11
fee 6
from 11
stream 8
consumption 2
& 8
manifested 1
Hum 3
frog 1
slug 1
procrastinate 1
few 5
examination 2
mistaketh 1
weeping 7
bottomless 1
eagles 2
hundredpound 1
frow 1
sort 5
briers 4
parliament 1
plaited 1
porch 2
chide 6
musician 1
heir 7
rememberGive 1
sore 5
unlessond 1
cofder 1
parrots 1
recount 3
Neptunes 3
inclines 1
hearo 1
women 10
annoy 1
misgraffed 1
thwack 1
panted 1
Servitor 1
JewpcausI 1
aunapdable 1
foppish 1
sectary 1
clutchd 1
nothingwith 1
societywhich 1
wildest 1
upbraidings 1
yourfflshe 1
highrepented 1
hearn 1
befits 2
dedicates 1
tat 1
hasy 1
persuades 1
tap 1
patron 2
mowing 1
raps 1
standersby 1
Began 1
inaccessible 1
tax 4
conspectuities 1
rapt 1
sirgrhievI 1
villain 10
Parts 1
portance 1
something 11
middleearth 1
tam 1
Marseilles 1
ministerd 2
onions 2
shiptire 1
counterfeit 8
tmne 1
sir 11
united 1
gratis 3
hinders 1
sit 10
six 10
Prescribe 1
carries 7
wiw 1
fortunate 7
traders 2
adjournd 1
oerpowerd 1
camels 1
Prunes 1
instead 1
goldsmith 1
restitution 2
Marcians 1
revolts 2
Ghost 1
puppets 1
attend 10
Noble 4
tenderminded 1
prunest 1
ore 2
forfeitur 1
masks 2
Untothisspon 1
perjury 1
abuse 5
madams 1
Hence 8
maskd 3
sincethe 1
lapwing 2
Gargantuas 1
swearings 1
Seeming 2
light 11
Antoniosiend 1
Manenterd 1
courtezan 2
kilnhole 1
lighs 1
budge 2
dispositions 4
characterIld 1
courage 6
honestly 2
crawling 1
lighe 1
discandying 1
preparing 1
warranty 1
lookd 9
daughtervillainlike 1
perishing 2
Deceiving 1
evident 2
reeling 1
chaliced 1
compass 4
swearest 1
interpreted 1
whilst 8
beguile 3
dearest 8
looks 11
tyrant 4
Custalourum 1
Fix 1
Ursa 1
hrish 1
bedrunk 1
chalices 1
contaminated 1
inwhat 1
frailties 1
Shell 2
pippins 1
wilderness 1
benevolence 1
thetatle 1
briefness 2
defeatst 1
byt 3
qiahemMicmarrie 1
byr 1
Blow 3
Consign 1
Ssl 1
WittolCuckold 1
choose 10
VOLUMNIA 1
orange 2
covered 2
holiday 2
Bassanios 1
unsaluted 1
poop 1
adornment 1
himAare 1
contention 1
billO 1
flour 1
fles 1
material 3
commended 1
eyasmusket 1
flout 4
CORIN 1
Can 11
ambition 6
Indued 1
Quickly 2
affections 7
fled 9
sects 1
worlds 9
husbandry 3
MARIANA 1
profound 4
rchan 1
feast 9
Hipparchus 1
begs 3
congregate 1
twenieith 1
trap 1
Steppd 1
bills 3
Fannd 1
pitying 2
oun 1
Seal 1
Tyrannical 1
mrcy 1
sceptres 1
cesse 1
roughest 1
forenoon 2
fittst 1
doubled 3
Which 11
JAQUES 1
ambassadors 2
Whicd 1
proclaim 5
additions 3
out 11
performd 6
empiricutic 1
gooth 1
sufficed 1
nothier 1
meshes 1
thelbetter 1
penetrative 1
goots 1
thrifty 2
performs 1
Anheires 1
euernd 1
solemnized 2
plural 1
revoke 1
slightness 1
disclose 1
centurions 1
bggndrmne 1
yory 1
This 11
losest 2
Invited 1
Neptune 3
yors 1
Unmerciful 1
yoro 1
Disdaining 1
adulteries 1
enfranchise 1
Hell 6
theGrectianntenswd 1
maintaind 1
peasantry 1
unmuzzle 1
Break 5
Gone 2
comrade 1
weaves 1
fisnomy 1
barns 1
principalities 1
phrases 1
latest 1
casque 1
conversation 5
ducath 1
yorI 1
hence 11
biting 4
approaching 2
glowworms 2
precepts 2
fledged 1
undid 1
plainly 5
engenderd 3
Ttis 1
Weeps 1
echo 1
bonnet 3
Clappd 1
ungartered 1
Bestride 1
trenches 1
twas 9
donebefore 1
probation 1
unmeet 1
trencher 2
himsel 1
colt 2
itCoriolanus 1
unknown 10
accent 3
thiss 1
priority 1
their 11
triumvirate 1
lifting 1
badness 1
Volsce 1
Wings 1
boil 1
helths 1
shell 7
Camest 1
Success 1
tdinse 1
SirI 1
Goliath 1
Etna 1
thankings 1
regards 2
Writ 1
dinedwhich 1
diminish 1
commence 1
debitor 1
remember 11
roundwombed 1
liquid 1
whippst 1
irregulous 1
riches 2
infectious 3
screeching 1
frugal 2
patients 2
humours 3
Condition 1
TowWhim 1
Gailia 1
Corrupt 2
cherished 1
Peter 3
gaged 1
creditors 1
faints 3
outwardly 1
clip 2
violets 1
fowl 4
Pandarus 1
Ggood 1
unelected 1
unknit 1
suns 1
sincerity 1
Judicious 1
Contemning 1
Thebes 1
armgaunt 1
reeky 1
afraid 6
angle 3
isaelbetterdreaeiatwtd 1
mongst 1
oathing 1
Relieved 1
rout 2
After 6
admittance 2
wellfound 1
dilemmas 1
onleagainsthall 1
paringknife 1
which 11
hs 1
deprave 1
teacheth 1
blhiev 1
divers 4
churchwindow 1
whe 1
comest 5
Comagene 1
combat 2
centre 1
lamed 2
who 11
Laying 1
Valiantly 1
foldsin 1
Titania 1
harmful 1
barrenness 1
ht 1
cracking 1
drawae 1
delve 1
Abraham 1
patchd 2
why 11
clasp 1
oncloro 1
tinct 3
deny 10
lordliness 1
camest 3
Pawn 1
saddest 1
dens 1
Lock 1
ensues 1
mishaps 1
theevery 1
intenible 1
pipe 3
tapers 3
hatchd 1
fowler 1
Narcissus 1
Welshman 1
ensued 1
WhentThey 1
suffigance 1
Whose 10
fixture 1
inspirations 1
Centaurs 2
epilogues 1
mistook 3
chances 3
pleases 4
tidings 6
Embarquements 1
muchdreceivdme 1
andTearaurs 1
ayear 1
betake 1
utter 8
fear 11
feat 2
debate 5
rascally 3
chanced 1
nearer 3
Shut 1
ha 7
Gramercy 1
manacle 1
furnished 2
wellmpeahebvh 1
freckles 1
Catch 1
notbveleight 1
inhabit 1
thousands 3
counsellor 4
outsell 1
frontlet 1
prosecute 1
Belong 1
watching 1
plaintiff 1
mainly 1
Parthia 1
brove 1
enthroned 1
dunghills 1
ones 7
sues 1
canary 2
words 11
burglary 1
penetrate 1
THE 1
spur 3
giglot 1
itmy 1
heretic 2
expertness 1
Ten 4
brain 8
married 10
oiofmniotnly 1
werebiest 1
Beats 1
leviathan 1
thrive 7
Quarterd 1
nightingale 3
Wyr 1
marries 2
truer 5
barrst 1
shedding 1
Cpressd 1
outruns 1
ebb 2
shimseln 1
Thinking 3
fantastically 1
module 1
ooup 1
merits 4
distract 2
churchman 1
violet 2
peacesw 1
righteously 1
comeliness 1
Ballad 1
closes 1
intrinsicate 1
Slave 1
closet 3
husbanse 1
drawling 1
monstrous 6
cruel 7
servanted 1
wagers 1
premises 1
hI 1
Romeaccursed 1
giddiness 1
boughs 2
stories 2
overpeer 1
complement 1
bgpiph 1
bought 6
saddle 1
jot 4
ability 1
opening 2
joy 11
nojnot 1
tending 1
sigil 1
rules 1
Serves 1
certainer 1
untowardly 1
Watchd 1
counterfeiting 3
thoroughfares 1
swift 7
declining 3
Greater 1
buoyd 1
commands 6
cruee 1
goal 2
utualy 1
hotthink 1
selves 2
Indies 3
grain 3
monastic 1
XII 1
Thoust 1
canopy 1
safely 3
viands 2
mechanics 1
torments 1
haneItghaveinsntoad 1
wall 4
Armigero 1
bewail 2
abhorred 2
dothsiung 1
subscribe 2
worldly 1
respect 10
withdrawn 1
predestinate 1
unhappiness 1
blink 1
forms 3
flashes 1
Jug 1
fishers 1
hunters 2
awfoolhen 1
hinds 2
Clambering 1
redeems 2
Sebastian 1
unspoken 1
depositaries 1
tablI 1
youthfor 1
amodbest 1
Writes 1
Effects 1
remedies 4
coverture 2
Uncertain 2
proudest 2
painted 7
unslipping 1
sufficient 2
thrusting 1
servingman 2
UKEA 1
overture 2
cutteroff 1
dearth 3
pageants 3
unmoved 1
repetition 2
jades 2
present 11
himmight 1
kerchief 1
bestregarded 1
esperance 1
unlike 4
sanctify 1
wilt 11
wilu 1
lrks 1
wideskirted 1
Euphrates 1
will 11
protested 1
UKEy 1
richd 1
wild 10
Mangles 1
warpd 2
Trumpet 1
supply 3
dumbly 1
goodness 4
les 1
potions 1
apprehend 4
whorr 1
bowels 1
thus 11
reft 2
piteously 1
southfog 1
yellowness 1
Intelligent 1
Friendly 1
whore 5
clovest 1
Briton 1
education 2
weddingday 3
perhaps 3
larncedjudge 1
Expose 1
temptation 1
cross 10
unite 1
member 1
adverse 3
unity 1
duteous 2
